name,pose,truncated,difficult,xmin,ymin,xmax,ymax,Image
rolled-in_scale,Unspecified,0,0,12,10,60,63,rolled-in_scale_40
rolled-in_scale,Unspecified,0,0,132,20,187,64,rolled-in_scale_40
rolled-in_scale,Unspecified,1,0,1,101,83,140,rolled-in_scale_40
rolled-in_scale,Unspecified,0,0,3,159,80,191,rolled-in_scale_40
scratches,Unspecified,1,0,13,1,45,195,scratches_231
scratches,Unspecified,1,0,145,3,160,200,scratches_231
scratches,Unspecified,1,1,185,1,194,199,scratches_231
inclusion,Unspecified,0,0,12,120,100,151,scratches_231
pitted_surface,Unspecified,0,0,144,1,190,20,pitted_surface_102
pitted_surface,Unspecified,0,0,161,17,199,153,pitted_surface_102
pitted_surface,Unspecified,0,0,156,158,200,199,pitted_surface_102
pitted_surface,Unspecified,0,0,88,1,147,198,pitted_surface_102
pitted_surface,Unspecified,0,0,5,11,72,192,pitted_surface_102
inclusion,Unspecified,0,0,58,14,79,84,inclusion_223
inclusion,Unspecified,0,0,53,115,78,177,inclusion_223
inclusion,Unspecified,1,0,110,1,131,63,inclusion_223
inclusion,Unspecified,0,0,84,111,102,142,inclusion_223
crazing,Unspecified,1,0,6,48,200,128,crazing_72
crazing,Unspecified,0,0,37,146,182,197,crazing_72
scratches,Unspecified,0,0,28,16,52,153,scratches_172
scratches,Unspecified,0,0,143,10,168,198,scratches_172
crazing,Unspecified,1,0,1,45,127,147,crazing_190
crazing,Unspecified,0,0,18,95,182,157,crazing_190
crazing,Unspecified,1,0,1,6,147,65,crazing_190
crazing,Unspecified,1,0,54,1,177,37,crazing_190
inclusion,Unspecified,1,0,81,1,124,197,inclusion_52
patches,Unspecified,0,0,15,75,60,141,patches_261
patches,Unspecified,0,0,132,114,191,184,patches_261
patches,Unspecified,0,0,100,122,135,163,patches_261
patches,Unspecified,1,0,162,56,200,105,patches_261
crazing,Unspecified,0,0,4,80,95,192,crazing_251
crazing,Unspecified,1,0,42,7,200,65,crazing_251
crazing,Unspecified,0,0,138,48,192,173,crazing_251
patches,Unspecified,0,0,89,73,170,170,patches_95
patches,Unspecified,0,0,43,74,94,145,patches_95
patches,Unspecified,1,0,174,97,200,158,patches_95
rolled-in_scale,Unspecified,0,0,91,29,122,79,rolled-in_scale_214
rolled-in_scale,Unspecified,0,0,74,164,117,198,rolled-in_scale_214
rolled-in_scale,Unspecified,0,0,165,41,189,121,rolled-in_scale_214
rolled-in_scale,Unspecified,0,0,79,123,116,152,rolled-in_scale_214
rolled-in_scale,Unspecified,0,0,126,8,181,58,rolled-in_scale_35
rolled-in_scale,Unspecified,0,0,117,77,166,127,rolled-in_scale_35
rolled-in_scale,Unspecified,0,0,123,165,193,199,rolled-in_scale_35
pitted_surface,Unspecified,1,0,10,1,138,200,pitted_surface_90
patches,Unspecified,0,0,41,70,163,189,patches_192
patches,Unspecified,0,0,33,7,84,75,patches_192
patches,Unspecified,1,0,92,1,148,79,patches_192
patches,Unspecified,1,0,1,91,47,168,patches_192
crazing,Unspecified,0,0,92,5,135,116,crazing_19
pitted_surface,Unspecified,1,0,20,1,200,128,pitted_surface_171
patches,Unspecified,0,0,26,136,70,198,pitted_surface_171
patches,Unspecified,0,0,2,50,41,116,pitted_surface_171
pitted_surface,Unspecified,0,0,77,70,199,189,pitted_surface_171
scratches,Unspecified,1,0,1,90,199,124,scratches_256
inclusion,Unspecified,0,0,133,3,178,197,inclusion_49
scratches,Unspecified,1,0,49,12,200,39,scratches_243
scratches,Unspecified,0,0,24,147,179,165,scratches_243
scratches,Unspecified,1,1,53,78,200,103,scratches_243
scratches,Unspecified,0,0,123,45,198,59,scratches_243
inclusion,Unspecified,0,0,37,4,67,131,inclusion_95
inclusion,Unspecified,0,0,139,9,175,72,inclusion_95
inclusion,Unspecified,0,0,136,84,160,147,inclusion_95
inclusion,Unspecified,0,0,33,3,84,198,inclusion_209
inclusion,Unspecified,0,0,80,69,104,115,inclusion_209
patches,Unspecified,0,0,51,4,104,73,patches_283
patches,Unspecified,0,0,28,127,110,191,patches_283
patches,Unspecified,0,0,76,109,126,162,patches_283
patches,Unspecified,0,0,151,136,177,162,patches_283
patches,Unspecified,0,0,22,109,101,196,patches_162
patches,Unspecified,0,0,1,88,41,200,patches_104
patches,Unspecified,0,0,50,107,84,157,patches_104
patches,Unspecified,0,0,129,26,168,94,patches_104
patches,Unspecified,0,0,152,140,199,200,patches_104
pitted_surface,Unspecified,1,0,17,1,199,192,pitted_surface_293
rolled-in_scale,Unspecified,0,0,117,67,197,178,rolled-in_scale_87
rolled-in_scale,Unspecified,1,0,117,1,158,35,rolled-in_scale_87
pitted_surface,Unspecified,1,0,135,7,198,200,pitted_surface_300
pitted_surface,Unspecified,1,0,1,1,153,198,pitted_surface_300
pitted_surface,Unspecified,1,0,40,18,198,200,pitted_surface_289
pitted_surface,Unspecified,0,0,2,31,85,199,pitted_surface_289
scratches,Unspecified,1,0,154,1,183,198,scratches_190
scratches,Unspecified,0,0,44,90,189,106,scratches_236
scratches,Unspecified,0,1,150,48,190,71,scratches_236
scratches,Unspecified,1,0,1,117,124,135,scratches_236
inclusion,Unspecified,0,0,155,25,165,110,scratches_236
crazing,Unspecified,1,0,123,87,199,200,crazing_71
crazing,Unspecified,0,0,83,2,198,69,crazing_71
crazing,Unspecified,1,0,1,5,88,131,crazing_71
inclusion,Unspecified,0,1,14,105,25,133,inclusion_136
inclusion,Unspecified,0,0,166,70,188,117,inclusion_136
pitted_surface,Unspecified,0,0,1,1,200,200,pitted_surface_70
pitted_surface,Unspecified,1,0,2,1,199,199,pitted_surface_147
inclusion,Unspecified,0,1,131,146,165,199,inclusion_237
crazing,Unspecified,1,0,68,130,200,194,crazing_52
crazing,Unspecified,0,0,56,3,173,66,crazing_52
pitted_surface,Unspecified,1,0,9,4,200,197,pitted_surface_202
patches,Unspecified,1,0,1,54,62,90,patches_171
patches,Unspecified,1,0,94,1,170,75,patches_171
patches,Unspecified,0,0,74,109,184,199,patches_171
inclusion,Unspecified,0,0,144,93,175,119,patches_171
inclusion,Unspecified,0,0,156,47,198,75,patches_171
inclusion,Unspecified,1,0,67,1,111,74,inclusion_164
inclusion,Unspecified,1,0,136,1,198,198,inclusion_164
inclusion,Unspecified,0,0,33,104,84,198,inclusion_164
inclusion,Unspecified,0,0,81,83,99,132,inclusion_164
inclusion,Unspecified,0,0,93,142,109,180,inclusion_164
pitted_surface,Unspecified,1,0,1,3,198,198,pitted_surface_249
patches,Unspecified,1,0,1,160,33,200,patches_125
patches,Unspecified,1,0,128,1,184,111,patches_125
patches,Unspecified,1,0,1,53,75,196,patches_223
patches,Unspecified,1,1,86,1,159,45,patches_223
patches,Unspecified,0,0,118,19,160,189,patches_223
pitted_surface,Unspecified,0,0,18,25,144,162,pitted_surface_198
crazing,Unspecified,1,0,157,1,200,187,crazing_221
crazing,Unspecified,1,0,1,87,136,162,crazing_221
crazing,Unspecified,0,0,79,36,198,90,crazing_221
scratches,Unspecified,0,0,39,67,52,199,scratches_195
inclusion,Unspecified,0,0,9,94,25,127,inclusion_85
inclusion,Unspecified,0,0,30,114,52,176,inclusion_85
inclusion,Unspecified,0,0,34,46,57,97,inclusion_85
inclusion,Unspecified,1,0,53,1,77,83,inclusion_85
inclusion,Unspecified,0,0,129,19,162,114,inclusion_85
inclusion,Unspecified,0,0,54,147,92,193,inclusion_85
scratches,Unspecified,0,0,160,34,173,199,scratches_76
inclusion,Unspecified,0,0,45,83,67,119,inclusion_87
inclusion,Unspecified,0,0,67,102,90,165,inclusion_87
inclusion,Unspecified,0,0,92,139,134,181,inclusion_87
inclusion,Unspecified,0,0,73,36,95,87,inclusion_87
inclusion,Unspecified,1,0,92,1,116,73,inclusion_87
inclusion,Unspecified,0,0,167,24,190,106,inclusion_87
inclusion,Unspecified,0,0,19,117,39,167,inclusion_87
crazing,Unspecified,1,0,25,1,185,50,crazing_26
crazing,Unspecified,0,0,79,82,199,174,crazing_26
crazing,Unspecified,0,0,2,2,193,194,crazing_1
rolled-in_scale,Unspecified,0,0,68,63,139,139,rolled-in_scale_3
rolled-in_scale,Unspecified,1,0,99,1,145,39,rolled-in_scale_3
patches,Unspecified,1,0,3,117,43,200,patches_74
patches,Unspecified,0,0,122,2,199,158,patches_74
patches,Unspecified,0,0,62,1,131,114,patches_207
patches,Unspecified,0,0,62,148,140,199,patches_207
pitted_surface,Unspecified,1,0,3,1,83,195,pitted_surface_154
pitted_surface,Unspecified,1,0,134,3,200,178,pitted_surface_154
rolled-in_scale,Unspecified,0,0,98,41,190,121,rolled-in_scale_219
rolled-in_scale,Unspecified,0,0,65,128,163,199,rolled-in_scale_219
crazing,Unspecified,0,0,19,53,123,171,crazing_206
crazing,Unspecified,0,0,126,29,189,137,crazing_206
patches,Unspecified,0,0,51,1,107,53,patches_196
patches,Unspecified,0,0,50,55,124,200,patches_196
pitted_surface,Unspecified,1,0,64,14,200,193,pitted_surface_279
inclusion,Unspecified,0,0,45,33,67,63,pitted_surface_279
patches,Unspecified,1,0,1,112,27,158,pitted_surface_279
pitted_surface,Unspecified,0,0,1,1,198,198,pitted_surface_63
patches,Unspecified,0,0,89,18,150,120,patches_54
patches,Unspecified,0,0,28,10,67,59,patches_53
patches,Unspecified,1,0,12,102,86,200,patches_53
patches,Unspecified,1,0,138,74,200,157,patches_53
pitted_surface,Unspecified,1,0,46,1,163,182,pitted_surface_298
pitted_surface,Unspecified,0,0,166,12,197,142,pitted_surface_298
pitted_surface,Unspecified,0,0,1,1,199,199,pitted_surface_144
rolled-in_scale,Unspecified,0,0,62,57,128,170,rolled-in_scale_181
inclusion,Unspecified,0,0,49,6,86,71,inclusion_244
inclusion,Unspecified,0,0,175,5,195,52,inclusion_244
inclusion,Unspecified,0,0,44,146,101,199,inclusion_244
patches,Unspecified,0,0,68,12,169,153,patches_233
patches,Unspecified,0,0,26,127,111,186,patches_233
rolled-in_scale,Unspecified,0,0,47,22,120,136,rolled-in_scale_106
rolled-in_scale,Unspecified,0,0,71,148,173,184,rolled-in_scale_106
crazing,Unspecified,1,0,1,27,101,90,crazing_257
crazing,Unspecified,1,0,12,1,160,30,crazing_257
crazing,Unspecified,0,0,9,149,186,198,crazing_257
scratches,Unspecified,0,0,6,7,199,44,scratches_298
rolled-in_scale,Unspecified,1,0,18,111,67,200,rolled-in_scale_46
rolled-in_scale,Unspecified,1,0,41,1,85,58,rolled-in_scale_46
scratches,Unspecified,1,0,47,1,75,199,scratches_115
scratches,Unspecified,1,0,29,1,44,199,scratches_115
inclusion,Unspecified,0,0,138,86,151,121,scratches_115
inclusion,Unspecified,1,0,81,1,106,158,inclusion_263
inclusion,Unspecified,0,0,80,145,98,198,inclusion_263
scratches,Unspecified,0,0,140,40,198,199,scratches_5
pitted_surface,Unspecified,0,0,22,25,191,197,pitted_surface_237
patches,Unspecified,0,0,8,2,40,27,pitted_surface_237
crazing,Unspecified,1,0,1,76,94,123,crazing_129
crazing,Unspecified,0,0,98,58,169,134,crazing_129
patches,Unspecified,0,0,69,91,125,187,patches_46
patches,Unspecified,0,0,85,2,134,84,patches_46
patches,Unspecified,0,0,145,29,177,79,patches_46
patches,Unspecified,0,0,2,84,51,166,patches_298
patches,Unspecified,0,0,133,45,194,108,patches_298
patches,Unspecified,0,0,164,164,197,194,patches_298
patches,Unspecified,0,0,41,90,83,143,patches_298
rolled-in_scale,Unspecified,0,0,133,70,180,163,rolled-in_scale_84
rolled-in_scale,Unspecified,0,0,81,175,165,199,rolled-in_scale_84
pitted_surface,Unspecified,1,0,6,1,195,196,pitted_surface_243
crazing,Unspecified,1,0,1,1,196,63,crazing_24
crazing,Unspecified,0,0,2,105,153,157,crazing_24
scratches,Unspecified,0,0,114,2,132,198,scratches_289
crazing,Unspecified,0,0,20,9,95,83,crazing_145
crazing,Unspecified,0,0,27,91,164,176,crazing_145
crazing,Unspecified,0,0,18,58,150,115,crazing_218
crazing,Unspecified,0,0,91,16,198,56,crazing_218
crazing,Unspecified,0,0,36,143,175,181,crazing_218
inclusion,Unspecified,0,0,72,12,94,62,inclusion_279
inclusion,Unspecified,0,0,67,59,97,184,inclusion_279
crazing,Unspecified,0,0,9,143,115,198,crazing_243
crazing,Unspecified,1,0,1,38,93,127,crazing_243
crazing,Unspecified,0,0,112,47,187,142,crazing_243
crazing,Unspecified,1,0,42,1,162,42,crazing_243
rolled-in_scale,Unspecified,0,0,68,86,127,160,rolled-in_scale_7
rolled-in_scale,Unspecified,0,0,95,62,139,82,rolled-in_scale_7
patches,Unspecified,0,0,67,51,143,165,patches_96
crazing,Unspecified,0,0,72,63,193,147,crazing_119
crazing,Unspecified,1,0,1,112,136,157,crazing_119
crazing,Unspecified,0,0,64,14,171,58,crazing_119
crazing,Unspecified,0,0,5,18,137,98,crazing_119
patches,Unspecified,0,0,15,68,106,185,patches_98
patches,Unspecified,0,0,100,94,172,191,patches_98
pitted_surface,Unspecified,0,0,1,1,195,192,pitted_surface_204
inclusion,Unspecified,0,0,119,56,146,199,inclusion_213
inclusion,Unspecified,0,0,28,79,49,128,inclusion_213
inclusion,Unspecified,0,0,124,24,147,96,inclusion_213
rolled-in_scale,Unspecified,0,0,28,124,166,186,rolled-in_scale_8
rolled-in_scale,Unspecified,0,0,96,25,149,107,rolled-in_scale_8
crazing,Unspecified,0,0,31,14,183,134,crazing_253
crazing,Unspecified,0,0,131,2,193,70,crazing_253
crazing,Unspecified,0,0,87,101,196,197,crazing_253
inclusion,Unspecified,1,0,85,1,116,196,inclusion_74
inclusion,Unspecified,0,0,121,2,144,88,inclusion_74
inclusion,Unspecified,0,0,147,18,167,50,inclusion_74
pitted_surface,Unspecified,1,0,1,1,163,150,pitted_surface_208
patches,Unspecified,1,0,75,138,147,200,pitted_surface_208
patches,Unspecified,1,0,149,75,200,199,pitted_surface_208
crazing,Unspecified,0,0,31,90,182,198,crazing_84
scratches,Unspecified,1,0,84,1,98,197,scratches_167
scratches,Unspecified,1,0,128,1,144,198,scratches_167
inclusion,Unspecified,1,0,119,1,146,194,inclusion_16
inclusion,Unspecified,1,0,168,1,194,120,inclusion_16
inclusion,Unspecified,0,0,173,116,198,198,inclusion_16
inclusion,Unspecified,0,0,28,2,64,194,inclusion_225
inclusion,Unspecified,0,0,68,14,84,74,inclusion_225
scratches,Unspecified,0,0,52,61,80,158,scratches_29
scratches,Unspecified,0,0,93,119,109,199,scratches_29
scratches,Unspecified,1,0,94,1,111,70,scratches_29
rolled-in_scale,Unspecified,0,0,58,26,129,192,rolled-in_scale_243
crazing,Unspecified,0,0,71,80,193,127,crazing_125
crazing,Unspecified,0,0,64,23,196,93,crazing_125
crazing,Unspecified,1,0,114,66,200,177,crazing_125
inclusion,Unspecified,1,0,51,1,71,63,inclusion_192
inclusion,Unspecified,1,0,6,1,36,66,inclusion_192
inclusion,Unspecified,0,0,24,64,52,188,inclusion_192
pitted_surface,Unspecified,0,0,77,2,200,200,pitted_surface_62
inclusion,Unspecified,0,0,56,57,82,123,inclusion_41
inclusion,Unspecified,1,0,89,1,126,191,inclusion_41
inclusion,Unspecified,0,0,130,85,161,159,inclusion_41
inclusion,Unspecified,1,0,156,1,174,79,inclusion_41
inclusion,Unspecified,0,0,182,4,198,155,inclusion_41
scratches,Unspecified,0,0,142,19,153,196,scratches_84
rolled-in_scale,Unspecified,0,0,3,111,120,187,rolled-in_scale_91
rolled-in_scale,Unspecified,1,0,26,1,138,31,rolled-in_scale_91
inclusion,Unspecified,0,0,23,143,52,160,inclusion_8
inclusion,Unspecified,0,0,65,132,198,164,inclusion_8
pitted_surface,Unspecified,0,0,16,1,134,158,pitted_surface_153
rolled-in_scale,Unspecified,0,0,19,45,111,199,rolled-in_scale_256
inclusion,Unspecified,0,0,12,21,40,193,inclusion_39
inclusion,Unspecified,0,0,48,5,85,142,inclusion_39
inclusion,Unspecified,0,0,114,2,149,192,inclusion_39
rolled-in_scale,Unspecified,0,0,102,85,170,197,rolled-in_scale_283
rolled-in_scale,Unspecified,0,0,30,3,176,87,rolled-in_scale_283
rolled-in_scale,Unspecified,0,0,30,141,75,196,rolled-in_scale_283
patches,Unspecified,0,0,27,34,98,138,patches_47
patches,Unspecified,0,0,105,24,191,114,patches_47
patches,Unspecified,0,0,104,130,144,189,patches_47
scratches,Unspecified,1,0,81,1,97,198,scratches_142
scratches,Unspecified,1,0,92,1,127,199,scratches_142
rolled-in_scale,Unspecified,0,0,14,65,153,123,rolled-in_scale_49
rolled-in_scale,Unspecified,0,0,84,24,119,62,rolled-in_scale_49
rolled-in_scale,Unspecified,0,0,37,125,150,187,rolled-in_scale_49
scratches,Unspecified,0,0,54,15,71,198,scratches_130
inclusion,Unspecified,1,0,96,1,175,197,scratches_130
inclusion,Unspecified,0,0,15,24,45,101,scratches_130
scratches,Unspecified,1,0,156,1,187,199,scratches_287
scratches,Unspecified,1,0,82,1,93,188,scratches_119
scratches,Unspecified,1,0,99,1,132,200,scratches_119
inclusion,Unspecified,0,0,48,4,94,181,inclusion_22
inclusion,Unspecified,0,0,99,52,124,110,inclusion_22
inclusion,Unspecified,0,0,144,2,189,188,inclusion_22
inclusion,Unspecified,0,0,24,20,45,103,inclusion_22
inclusion,Unspecified,1,0,89,1,121,87,inclusion_255
inclusion,Unspecified,0,0,84,101,119,199,inclusion_255
inclusion,Unspecified,0,0,16,59,37,113,inclusion_115
inclusion,Unspecified,0,0,45,86,65,195,inclusion_115
inclusion,Unspecified,1,0,41,1,82,137,inclusion_115
inclusion,Unspecified,0,0,105,74,138,198,inclusion_115
inclusion,Unspecified,0,0,144,120,172,181,inclusion_115
inclusion,Unspecified,1,0,145,1,159,30,inclusion_115
inclusion,Unspecified,0,0,148,80,163,124,inclusion_115
inclusion,Unspecified,1,0,80,1,128,198,inclusion_76
inclusion,Unspecified,0,0,130,115,155,194,inclusion_76
inclusion,Unspecified,0,0,158,135,174,164,inclusion_76
scratches,Unspecified,1,0,61,1,97,166,scratches_165
scratches,Unspecified,1,0,109,1,129,198,scratches_165
scratches,Unspecified,1,0,16,1,61,198,scratches_110
inclusion,Unspecified,0,0,108,19,126,105,scratches_110
inclusion,Unspecified,0,0,134,26,153,70,scratches_110
patches,Unspecified,0,0,11,33,72,81,patches_279
patches,Unspecified,0,0,121,32,171,116,patches_279
patches,Unspecified,0,0,154,153,189,199,patches_279
scratches,Unspecified,1,0,87,1,128,199,scratches_140
inclusion,Unspecified,0,0,52,83,66,120,scratches_140
inclusion,Unspecified,0,0,19,112,39,189,scratches_140
inclusion,Unspecified,0,0,179,71,195,156,scratches_140
pitted_surface,Unspecified,0,0,4,8,195,190,pitted_surface_203
crazing,Unspecified,0,0,42,124,183,184,crazing_241
crazing,Unspecified,0,0,38,9,188,84,crazing_241
crazing,Unspecified,1,0,1,65,172,156,crazing_241
patches,Unspecified,0,0,87,15,129,148,patches_57
patches,Unspecified,1,0,82,154,132,200,patches_57
patches,Unspecified,0,0,20,55,84,173,patches_173
patches,Unspecified,0,0,22,13,69,198,patches_17
patches,Unspecified,0,0,113,1,182,128,patches_17
patches,Unspecified,0,0,106,134,183,199,patches_17
crazing,Unspecified,1,0,1,97,53,197,crazing_216
crazing,Unspecified,1,0,23,1,180,93,crazing_216
crazing,Unspecified,0,0,55,86,197,190,crazing_216
crazing,Unspecified,1,0,34,1,199,67,crazing_261
crazing,Unspecified,0,0,3,64,119,158,crazing_261
crazing,Unspecified,1,0,25,145,180,200,crazing_261
crazing,Unspecified,0,0,3,6,193,101,crazing_266
crazing,Unspecified,1,0,1,130,138,199,crazing_266
inclusion,Unspecified,0,0,21,4,44,68,inclusion_40
inclusion,Unspecified,0,0,65,29,104,199,inclusion_40
inclusion,Unspecified,0,0,16,64,38,111,inclusion_40
patches,Unspecified,0,0,48,1,110,200,patches_204
patches,Unspecified,0,0,160,14,199,98,patches_204
scratches,Unspecified,0,0,83,4,99,117,scratches_219
scratches,Unspecified,0,0,160,111,178,199,scratches_219
scratches,Unspecified,0,0,48,114,62,197,scratches_219
scratches,Unspecified,0,0,107,75,129,198,scratches_219
pitted_surface,Unspecified,1,0,87,1,200,200,pitted_surface_75
pitted_surface,Unspecified,1,0,12,1,57,192,pitted_surface_75
scratches,Unspecified,1,0,28,76,45,200,scratches_20
inclusion,Unspecified,0,0,61,27,79,75,inclusion_88
inclusion,Unspecified,0,0,107,10,130,76,inclusion_88
inclusion,Unspecified,0,0,135,47,175,129,inclusion_88
inclusion,Unspecified,0,0,83,127,121,188,inclusion_88
inclusion,Unspecified,0,0,34,56,46,84,inclusion_88
inclusion,Unspecified,1,0,88,1,103,26,inclusion_88
inclusion,Unspecified,0,0,36,88,47,110,inclusion_88
inclusion,Unspecified,0,0,37,142,49,170,inclusion_88
scratches,Unspecified,1,0,1,32,199,58,scratches_105
crazing,Unspecified,0,0,9,63,135,183,crazing_85
crazing,Unspecified,1,0,152,41,200,200,crazing_85
crazing,Unspecified,0,0,88,5,199,55,crazing_85
inclusion,Unspecified,0,0,46,94,73,199,inclusion_269
inclusion,Unspecified,0,0,54,13,72,61,inclusion_269
inclusion,Unspecified,1,0,142,1,179,196,inclusion_269
scratches,Unspecified,1,0,154,1,177,150,scratches_96
pitted_surface,Unspecified,0,0,19,1,169,174,pitted_surface_122
pitted_surface,Unspecified,0,0,177,23,200,117,pitted_surface_122
pitted_surface,Unspecified,0,0,173,154,200,199,pitted_surface_122
inclusion,Unspecified,0,0,109,75,139,160,inclusion_58
inclusion,Unspecified,0,0,61,88,83,149,inclusion_58
crazing,Unspecified,0,0,62,97,175,153,crazing_173
crazing,Unspecified,0,0,62,165,198,198,crazing_173
crazing,Unspecified,0,0,32,27,151,76,crazing_173
crazing,Unspecified,0,0,22,116,108,170,crazing_14
patches,Unspecified,0,0,85,73,120,127,patches_94
crazing,Unspecified,0,0,35,31,181,105,crazing_166
crazing,Unspecified,0,0,28,145,157,189,crazing_166
inclusion,Unspecified,0,0,13,3,39,142,inclusion_25
inclusion,Unspecified,1,0,60,1,83,46,inclusion_25
inclusion,Unspecified,0,0,105,2,143,167,inclusion_25
inclusion,Unspecified,1,0,28,169,44,200,inclusion_25
inclusion,Unspecified,0,0,173,105,193,175,inclusion_25
crazing,Unspecified,0,0,50,36,178,124,crazing_258
crazing,Unspecified,0,0,65,126,164,199,crazing_258
crazing,Unspecified,0,0,3,128,110,187,crazing_89
crazing,Unspecified,0,0,49,20,192,52,crazing_89
rolled-in_scale,Unspecified,0,0,32,22,133,70,rolled-in_scale_187
rolled-in_scale,Unspecified,0,0,75,111,199,196,rolled-in_scale_187
rolled-in_scale,Unspecified,0,0,68,76,128,147,rolled-in_scale_239
rolled-in_scale,Unspecified,1,1,101,1,133,18,rolled-in_scale_103
rolled-in_scale,Unspecified,1,0,93,75,200,176,rolled-in_scale_103
scratches,Unspecified,1,0,74,1,119,124,scratches_10
scratches,Unspecified,1,0,139,1,154,196,scratches_10
scratches,Unspecified,0,0,84,77,111,150,scratches_10
scratches,Unspecified,1,0,20,1,37,199,scratches_174
scratches,Unspecified,1,0,121,15,138,200,scratches_174
scratches,Unspecified,1,0,168,23,180,200,scratches_174
patches,Unspecified,1,0,9,1,80,94,patches_234
patches,Unspecified,0,0,15,107,83,146,patches_234
patches,Unspecified,0,0,126,72,189,121,patches_234
patches,Unspecified,0,0,12,157,75,199,patches_234
rolled-in_scale,Unspecified,0,0,56,2,113,66,rolled-in_scale_248
rolled-in_scale,Unspecified,0,0,44,73,161,198,rolled-in_scale_248
inclusion,Unspecified,0,0,29,16,67,199,inclusion_226
rolled-in_scale,Unspecified,1,0,1,6,122,125,rolled-in_scale_253
pitted_surface,Unspecified,0,0,3,2,145,191,pitted_surface_183
pitted_surface,Unspecified,0,0,2,9,185,198,pitted_surface_283
rolled-in_scale,Unspecified,0,0,43,18,91,70,rolled-in_scale_34
rolled-in_scale,Unspecified,0,0,99,32,163,180,rolled-in_scale_92
rolled-in_scale,Unspecified,0,0,72,30,164,117,rolled-in_scale_131
rolled-in_scale,Unspecified,0,0,32,105,163,173,rolled-in_scale_131
rolled-in_scale,Unspecified,0,0,25,35,91,136,rolled-in_scale_131
inclusion,Unspecified,1,0,15,1,62,198,inclusion_104
inclusion,Unspecified,1,0,50,1,73,82,inclusion_104
inclusion,Unspecified,0,0,117,106,134,163,inclusion_104
rolled-in_scale,Unspecified,0,0,14,71,69,175,rolled-in_scale_216
rolled-in_scale,Unspecified,0,0,83,69,156,165,rolled-in_scale_216
scratches,Unspecified,1,0,89,1,116,200,scratches_185
scratches,Unspecified,1,0,1,56,94,70,scratches_276
scratches,Unspecified,1,0,1,136,199,164,scratches_276
crazing,Unspecified,0,0,35,4,124,63,crazing_159
crazing,Unspecified,0,0,35,118,197,183,crazing_159
patches,Unspecified,1,0,111,126,184,200,patches_255
patches,Unspecified,0,0,142,10,178,39,patches_255
patches,Unspecified,1,0,1,68,26,109,patches_255
rolled-in_scale,Unspecified,0,0,56,139,115,199,rolled-in_scale_275
rolled-in_scale,Unspecified,0,0,144,116,199,192,rolled-in_scale_275
rolled-in_scale,Unspecified,0,0,43,6,116,114,rolled-in_scale_275
crazing,Unspecified,0,0,32,78,164,136,crazing_137
crazing,Unspecified,0,0,38,140,95,192,crazing_137
crazing,Unspecified,0,0,38,10,88,67,crazing_137
rolled-in_scale,Unspecified,1,0,81,1,187,82,rolled-in_scale_71
rolled-in_scale,Unspecified,0,0,79,142,135,171,rolled-in_scale_71
crazing,Unspecified,1,0,1,141,94,194,crazing_175
crazing,Unspecified,0,0,74,92,151,143,crazing_175
pitted_surface,Unspecified,0,0,3,1,199,200,pitted_surface_98
rolled-in_scale,Unspecified,0,0,68,61,195,178,rolled-in_scale_289
rolled-in_scale,Unspecified,1,0,86,1,183,83,rolled-in_scale_289
rolled-in_scale,Unspecified,0,0,43,23,118,129,rolled-in_scale_232
rolled-in_scale,Unspecified,0,0,30,27,138,96,rolled-in_scale_79
rolled-in_scale,Unspecified,0,0,36,108,140,172,rolled-in_scale_79
scratches,Unspecified,1,0,1,25,190,57,scratches_61
pitted_surface,Unspecified,0,0,1,1,199,199,pitted_surface_85
scratches,Unspecified,0,0,79,14,95,188,scratches_43
crazing,Unspecified,1,0,1,20,152,76,crazing_208
crazing,Unspecified,1,0,1,105,198,194,crazing_208
crazing,Unspecified,0,0,26,63,141,142,crazing_138
crazing,Unspecified,0,0,56,19,115,66,crazing_138
pitted_surface,Unspecified,1,0,1,15,82,196,pitted_surface_238
pitted_surface,Unspecified,0,0,52,23,185,199,pitted_surface_238
inclusion,Unspecified,0,0,63,2,94,77,inclusion_37
inclusion,Unspecified,0,0,8,3,48,197,inclusion_37
inclusion,Unspecified,0,0,68,90,95,198,inclusion_37
inclusion,Unspecified,0,0,120,3,163,197,inclusion_37
inclusion,Unspecified,0,0,174,2,193,147,inclusion_37
crazing,Unspecified,0,0,3,35,174,101,crazing_298
crazing,Unspecified,0,0,4,112,195,199,crazing_298
rolled-in_scale,Unspecified,0,0,25,30,83,136,rolled-in_scale_244
rolled-in_scale,Unspecified,0,0,103,80,176,198,rolled-in_scale_244
rolled-in_scale,Unspecified,0,0,99,2,178,120,rolled-in_scale_244
rolled-in_scale,Unspecified,0,0,87,77,169,154,rolled-in_scale_134
rolled-in_scale,Unspecified,0,0,28,78,81,161,rolled-in_scale_134
rolled-in_scale,Unspecified,0,0,45,14,85,37,rolled-in_scale_134
pitted_surface,Unspecified,0,0,17,3,95,140,pitted_surface_103
pitted_surface,Unspecified,0,0,111,1,195,189,pitted_surface_103
scratches,Unspecified,1,0,18,1,50,181,scratches_58
crazing,Unspecified,0,0,3,117,146,194,crazing_220
crazing,Unspecified,0,0,78,19,178,131,crazing_220
crazing,Unspecified,0,0,112,89,198,143,crazing_18
crazing,Unspecified,0,0,10,100,85,188,crazing_18
